,seq,name,name2,content,isconfirmed,class
2120,2120,عزيز الخياط ,عزيز الخياط ,nan,True,SAME PERSON
2121,2121,عزيز الخياط ,ال الخياط,هو عبدالعزيز يحيى قاسم احمد  و ,False,SAME PERSON
2122,2122,عزيز الخياط ,جلال الخياط,قرب الامام ابراهيم و تكنوا ب كنيت ه  و سكنوا في محله الامام ابراهيم على الشارع المقابل ل لزقاق المؤدي الى محله الكوازين ) وايوب صبري والد الدكتور ,False,COMPANIONSHIP
2123,2123,عزيز الخياط ,عزيز الخياط ,كنيت ه  و سكنوا في محله الامام ابراهيم على الشارع المقابل ل لزقاق المؤدي الى محله الكوازين ) وايوب صبري والد الدكتور جلال الخياط عم والد ه درس ,True,SAME PERSON
2124,2124,عزيز الخياط ,عزيز الخياط ,الخياط عم والد ه درس عزيز الخياط بدار العرفان اشتغل ب التعليم منذ عام 1905 و عمر ه 18 سنه و قد احتلت المدرسه الخضريه التي كان يدير ها ,True,SAME PERSON
2125,2125,عزيز الخياط ,ذنون ايوب,عمر ه 18 سنه و قد احتلت المدرسه الخضريه التي كان يدير ها عزيز افندي الخياط الطابق الاول بينما احتلت المدرسه الثانويه الطابق الثاني  و يقول عن ه ,False,STUDY
2126,2126,عزيز الخياط ,ذو النون ايوب,احتلت المدرسه الخضريه التي كان يدير ها عزيز افندي الخياط الطابق الاول بينما احتلت المدرسه الثانويه الطابق الثاني  و يقول عن ه ذنون ايوب في سيرت ه الذاتيه ,False,STUDY
2127,2127,عزيز الخياط ,ذنون ايوب,و عند ما عين ,False,LIKE
2128,2128,عزيز الخياط ,عزيز الخياط نديم,و عند ما عين ذنون ايوب مديرا في ثانويه الناصريه بعد تخرج ه علم ان المفتش هو ,False,SAME PERSON
2129,2129,عزيز الخياط ,ذنون ايوب,و حينما حدث شغب في الناصريه ضد المتصرف و لم يعاقب ,False,MISC
2130,2130,عزيز الخياط ,ذنون ايوب,الناصريه ضد المتصرف و لم يعاقب ذنون ايوب الطلبه المشاركين ل ان عمل هم كان خارج المدرسه  و سعى الخياط الى تحريض المتصرف ضد ه و حين ابدى ,False,STUDY
2131,2131,عزيز الخياط ,عبدالعزيز الخياط,ذنون ايوب الطلبه المشاركين ل ان عمل هم كان خارج المدرسه  و سعى الخياط الى تحريض المتصرف ضد ه و حين ابدى ذنون ايوب دهشت ه من تصرف ,False,FAMILY
2132,2132,عزيز الخياط ,سعيد الصفار,ضد ه و حين ابدى ذنون ايوب دهشت ه من تصرف عبدالعزيز الخياط الذي يظهر ل ه الود دائما اجاب ه احد المدرسين  لقد سعى سعي ه مع ,False,MISC
2133,2133,عزيز الخياط ,ذنون ايوب,و يقول ,False,MENTION
2134,2134,عزيز الخياط ,عزيز الخياط ,""" تركت البلده الى البصره و هناك لقيت مدير المعارف الذي دهش ل امر نقلي و ل سلوك المتصرف معي ، و اكد ل ي ب ان ل لمفتش ",True,SAME PERSON
2135,2135,عزيز الخياط ,ذنون ايوب,"ل ي ب ان ل لمفتش عزيز الخياط دخلا في الامر و كانت سمعه هذا المفتش الوطنيه سيئه حتى في مدينه الموصل "" هذا ما ذكر ه عن ه ",False,STUDY
2136,2136,عزيز الخياط ,ذو النون ايوب,"عزيز الخياط دخلا في الامر و كانت سمعه هذا المفتش الوطنيه سيئه حتى في مدينه الموصل "" هذا ما ذكر ه عن ه ذنون ايوب في سيرت ه الذاتيه ",False,STUDY
2137,2137,عزيز الخياط ,عزيز الخياط ,"الوطنيه سيئه حتى في مدينه الموصل "" هذا ما ذكر ه عن ه ذنون ايوب في سيرت ه الذاتيه ذو النون ايوب حيات ه ب قلم ه 1980-1986 اتصل ",True,SAME PERSON
2138,2138,عزيز الخياط ,عثمان الموصلي,"مدينه الموصل "" هذا ما ذكر ه عن ه ذنون ايوب في سيرت ه الذاتيه ذو النون ايوب حيات ه ب قلم ه 1980-1986 اتصل عزيز الخياط ب الملا ",False,STUDY
2139,2139,عزيز الخياط ,احمد الصوفي,و اخذ عن ه بعض المقامات و اخذ عن معلم الموسيقى عام 1919 قدم ل لعمل مدرس نشيد في المدرسه الخضريه الاصول الموسيقيه و عمل مع ه كل من ,False,STUDY
2140,2140,عزيز الخياط ,يحيى ق,ه بعض المقامات و اخذ عن معلم الموسيقى عام 1919 قدم ل لعمل مدرس نشيد في المدرسه الخضريه الاصول الموسيقيه و عمل مع ه كل من احمد الصوفي و ,False,STUDY
2141,2141,عزيز الخياط ,يوسف كنعان,عن معلم الموسيقى عام 1919 قدم ل لعمل مدرس نشيد في المدرسه الخضريه الاصول الموسيقيه و عمل مع ه كل من احمد الصوفي و يحيى ق العبد الواحد و ,False,WORK
2142,2142,عزيز الخياط ,خيرالدين العمري,ه كل من احمد الصوفي و يحيى ق العبد الواحد و يوسف كنعان و كان على صله ب وجهاء مدينه الموصل مثل : سالم نامق و عبدالله نشات و ,False,COMPANIONSHIP
2143,2143,عزيز الخياط ,صالح حديد,يحيى ق العبد الواحد و يوسف كنعان و كان على صله ب وجهاء مدينه الموصل مثل : سالم نامق و عبدالله نشات و خيرالدين العمري و صالح شبخون و ,False,WORK
2144,2144,عزيز الخياط ,عزيز الخياط ,و كل هم من اصحاب المجالس العامره و من المحبين ل لطرب و الغناء و كان ,True,SAME PERSON
2145,2145,عزيز الخياط ,عزيز الخياط ,و انتقل ,True,SAME PERSON
2146,2146,عزيز الخياط ,عزيز الخياط ,و حاول ,True,SAME PERSON
2147,2147,عزيز الخياط ,صبحي علي,فراق ها و جعل من ب ستان ه و دار ه محل طرب يسهر عند ه و جهاء المدينه ل يستمعوا الى غنائ ه  و كان صديقا ل ,False,LIKE
2148,2148,عزيز الخياط ,سعيد القزاز,عند ه و جهاء المدينه ل يستمعوا الى غنائ ه  و كان صديقا ل صبحي علي يتجه لقائ هما المستمر في نادي الجزيره و قد اعجب متصرف الموصل ,True,LIKE
2149,2149,عزيز الخياط ,محمود شكري,ب صوت ه و كان يستدعي ه ل لغناء في الحفلات التي يقيم ها او يسهر عند ه في دار ه ربيعا وصيفا و كانت علاقت ه حميمه ب ,False,WORK
2150,2150,عزيز الخياط ,مصطفى الصابونجي,و توفي عام 1973 ب سبب انسداد في صمامات المعده و كان الوجيه ,False,MISC
2151,2151,عزيز الخياط ,محمد عبدالوهاب,صوت ه الجميل كان يطربني و انا في الثامنه من عمري و كنت وقت ها امتلك حاكيا و اسطوانات ل مختلف المغنين و اتذوق الغناء و اعجب ب صوت ,True,LIKE
2152,2152,عزيز الخياط ,ليلى مراد,كان يطربني و انا في الثامنه من عمري و كنت وقت ها امتلك حاكيا و اسطوانات ل مختلف المغنين و اتذوق الغناء و اعجب ب صوت محمد عبدالوهاب و ,False,LIKE
2153,2153,عزيز الخياط ,عزيز الخياط ,الا ان هذه السهرات الليله انتقلت الى دار صالح شبخون  ف حرمت من سماع صوت ,True,SAME PERSON
2154,2154,عزيز السناطي ,صبيح نعامه,في معهد الفنون الجميله  1974 عضو جمعيه التشكيليين العراقيين  عمل مشرفا فنيا في تربيه بغداد  مدرس ل لفن ب معهد اعداد المعلمات تتلمذ على يد الفنان ,False,STUDY
2155,2155,عصام عبدالرحمن  ,ذنون الشهاب,الدراما و الرقص و الغناء و التمثيل الصامت و اللوحات التعبيريه فيما اُخرجت من اوبرتات و مسرحيات غنائيه و من ها مسرحيه ابي تمام في ذمه الخلود تاليف الشاعر ,False,WORK
2156,2156,عصام محمد محمود  ,عبدالحليم اللاوند,و يذكر المؤلف اسماء اثنين و ثلاثين من اهل الموصل م من قدموا ل ه يد العون و راجع الكتاب مدير المكتبه العامه في الموصل انذاك الشاعر ,False,STUDY
2157,2157,عفيفه اسكندر,عفيفه اسكندر,"عشر من يوليو تموز 1936، اي قبل الحرب العالميه الثانيه ب اربع سنوات ، نشرت مجله "" الاثنين "" القاهريه خبرا يشير الى ان "" الفنانه و المنولوجست العراقيه ",True,SAME PERSON
2158,2158,عفيفه اسكندر,عفيفه اسكندر,من بين الاخيرين فتاه امتد صيت ها هناك ل ما امتازت ب ه من مهاره في الالقاء و ل ما تاتي ه من ضروب الغناء .. تلك هي الفنانه ,True,SAME PERSON
2159,2159,عفيفه اسكندر,محمد عبدالوهاب,""" انتهى حديث مجله "" كانت رحله عفيفه الى القاهره ناجحه ، و لفتت الانظار هناك ، و دعيت ل اداء اغنيه في فيلم "" يوم سعيد "" مع ",False,WORK
2160,2160,عفيفه اسكندر,محمد كريم,"ل اداء اغنيه في فيلم "" يوم سعيد "" مع محمد عبدالوهاب ، و هو الفيلم الذي بدات في ه فاتن حمامه حيات ها ك ممثله ، لكن المخرج ",False,WORK
2161,2161,عفيفه اسكندر,عفيفه اسكندر,و في ليله راس السنه 1938-1939 قدمت ,True,SAME PERSON
2162,2162,عفيفه اسكندر,عفيفه اسكندر,السنه 1938-1939 قدمت عفيفه اسكندر حفله على مسرح ب باعزالدين في القاهره  و ردد شارع عمادالدين اصداء اغنيات عراقيه صوت صداح لا يخلو من بحه جذابه و ظهرت ,True,SAME PERSON
2163,2163,عفيفه اسكندر,احمد بدر خان,"في القاهره ، و ردد شارع عمادالدين اصداء اغنيات عراقيه صوت صداح لا يخلو من بحه جذابه و ظهرت عفيفه اسكندر في فيلم "" القاهره- بغداد "" ل لمخرج ",False,MENTION
2164,2164,عفيفه اسكندر,ابراهيم جلال,"من بحه جذابه و ظهرت عفيفه اسكندر في فيلم "" القاهره- بغداد "" ل لمخرج احمد بدر خان ، مع مديحه يسري و بشاره واكيم من مصر ، و ",False,COMPANIONSHIP
2165,2165,عفيفه اسكندر,حقي الشبلي,"و ظهرت عفيفه اسكندر في فيلم "" القاهره- بغداد "" ل لمخرج احمد بدر خان ، مع مديحه يسري و بشاره واكيم من مصر ، و ابراهيم جلال و ",False,COMPANIONSHIP
2166,2166,عفيفه اسكندر,فخري الزبيدي,"اسكندر في فيلم "" القاهره- بغداد "" ل لمخرج احمد بدر خان ، مع مديحه يسري و بشاره واكيم من مصر ، و ابراهيم جلال و حقي الشبلي و ",False,COMPANIONSHIP
2167,2167,عفيفه اسكندر,احمد كامل,"ك ما ظهرت في فيلم "" ليلى في العراق "" ل لمخرج ",False,STUDY
2168,2168,عفيفه اسكندر,جعفر السعدي,"ك ما ظهرت في فيلم "" ليلى في العراق "" ل لمخرج احمد كامل مرسي ، بطوله ",False,STUDY
2169,2169,عفيفه اسكندر,ابراهيم جلال,"ك ما ظهرت في فيلم "" ليلى في العراق "" ل لمخرج احمد كامل مرسي ، بطوله جعفر السعدي و ",False,STUDY
2170,2170,عفيفه اسكندر,محمد سلمان,"ك ما ظهرت في فيلم "" ليلى في العراق "" ل لمخرج احمد كامل مرسي ، بطوله جعفر السعدي و ابراهيم جلال و المطرب ",False,STUDY
2171,2171,عفيفه اسكندر,قحطان جاسم جواد,"جابو كلي "" المسدس السريع الطلقات "" ل ان ها كانت تغني ب سرعه ب حكم صغر سن ها و قله خبرت ها "" حسب ما سجل ه الباحث ",False,WORK
2172,2172,عفيفه اسكندر,عفيفه اسكندر,"السريع الطلقات "" ل ان ها كانت تغني ب سرعه ب حكم صغر سن ها و قله خبرت ها "" حسب ما سجل ه الباحث قحطان جاسم جواد توقفت ",True,SAME PERSON
2173,2173,عفيفه اسكندر,ناظم الغزالي,و الادب و السياس ه في النصف الاول من القرن العشرين  و في ه يتجاور نوري السعيد و الوصي على العرش و سعيد قزاز مع حسين مردان و ,False,STUDY
2174,2174,عفيفه اسكندر,جعفر الخليلي,السياس ه في النصف الاول من القرن العشرين  و في ه يتجاور نوري السعيد و الوصي على العرش و سعيد قزاز مع حسين مردان و ناظم الغزالي و ,False,STUDY
2175,2175,عفيفه اسكندر,عبدالرزاق محمد,ب ان نا الرجلان الوحيدان في بغداد اللذان اذا ذهبا الى الملهى كانت الفنانه التي تجالسهما هي التي تسقي هما على حساب ها و ليس العكس و كتب رفعت ,False,WORK
2176,2176,عفيفه اسكندر,جعفر الخليلي,هما على حساب ها و ليس العكس و كتب رفعت عبدالرزاق محمد متحدثا عن العلاقه التي جمعت الفنانه ب ادباء عصر ها و يقول ان الكاتب و القاص الرائد ,False,MENTION
2177,2177,عفيفه اسكندر,علاء كامل,"و "" حرقت الروح "" و "" قيل ل ي قد تبدلا "" و "" على عناد ك "" "" و يا عاقد الحاجبين "" التي ل حن ها ",False,WORK
2178,2178,عفيفه اسكندر,علي عباس جميل,"عاقد الحاجبين "" التي ل حن ها علاء كامل ثم غنت ها فيروز فيما بعد ب لحن اخر و تعاونت عفيفه مع معظم ملح ني تلك الفتره امثال رضا ",False,WORK
2179,2179,عفيفه اسكندر,داؤد الكويتي,علاء كامل ثم غنت ها فيروز فيما بعد ب لحن اخر و تعاونت عفيفه مع معظم ملح ني تلك الفتره امثال رضا علي عباس جميل و الاخوين صالح و ,True,WORK
2180,2180,عفيفه اسكندر,منير بشير,داؤد الكويتي و هما من اليهود الذين غادروا العراق بعد ذلك ك ما كانت ل ها فرقت ها الخاصه في الحفلات و عزف وراء ها فنانون صاروا نجوما امثال ,True,WORK
2181,2181,عفيفه اسكندر,جميل بشير,اليهود الذين غادروا العراق بعد ذلك ك ما كانت ل ها فرقت ها الخاصه في الحفلات و عزف وراء ها فنانون صاروا نجوما امثال منير بشير و اخي ه ,True,WORK
2182,2182,عفيفه اسكندر,كريم بدر,العراق بعد ذلك ك ما كانت ل ها فرقت ها الخاصه في الحفلات و عزف وراء ها فنانون صاروا نجوما امثال منير بشير و اخي ه جميل بشير و ,True,WORK
2183,2183,عفيفه اسكندر,سالم حسين,ك ما كانت ل ها فرقت ها الخاصه في الحفلات و عزف وراء ها فنانون صاروا نجوما امثال منير بشير و اخي ه جميل بشير و كريم بدر و ,True,WORK
2184,2184,عفيفه اسكندر,خضر الياس,ها الخاصه في الحفلات و عزف وراء ها فنانون صاروا نجوما امثال منير بشير و اخي ه جميل بشير و كريم بدر و سالم حسين و روحي الخماش و ,True,WORK
2185,2185,عفيفه اسكندر,عفيفه اسكندر,"الكماليات "" لكن ها اكدت في نهايه المقابله ان ها "" غير اسف ه على احتراف ها الفن بل شديده الاعتزاز ل كون ها فنان ه و يبدو ان ",True,SAME PERSON
2186,2186,علاء عبدالله ,عبدالحليم حافظ,و عمر ه ثماني سنوات بعد ان شغف ب سماع الاغاني عن طريق المذياع : و شارك في الحفلات المدرسيه عن طريق الاناشيد الوطنيه و قلد المطربين المشهورين امثال ,True,WORK
2187,2187,علاء عبدالله ,محمد حسين مرعي,عن طريق المذياع : و شارك في الحفلات المدرسيه عن طريق الاناشيد الوطنيه و قلد المطربين المشهورين امثال عبدالحليم حافظ و محرم فؤاد و كان لقاؤ ه ب الفنان ,True,COMPANIONSHIP
2188,2188,علاء عبدالله ,زكي ابراهيم,حافظ و محرم فؤاد و كان لقاؤ ه ب الفنان محمد حسين مرعي نقطه التحول عند ه ف اخذ عن ه اصول المقام العراقي و درس الموسيقى على الفنان ,True,STUDY
2189,2189,علاء عبدالله ,سمير كلو,و كان لقاؤ ه ب الفنان محمد حسين مرعي نقطه التحول عند ه ف اخذ عن ه اصول المقام العراقي و درس الموسيقى على الفنان زكي ابراهيم و الفنان ,True,STUDY
2190,2190,علاء عبدالله ,علاء عبدالله,ف اخذ عن ه اصول المقام العراقي و درس الموسيقى على الفنان زكي ابراهيم و الفنان سمير كلو الذي لحن ل ه العديد من الاناشيد الوطنيه  و قدم ,True,SAME PERSON
2191,2191,علو خضر,علو خضر,nan,True,SAME PERSON
2192,2192,علو خضر,احمد خضر,شقيق سعيد خضر عمل في مسارح الموصل و ملاهي ها ضابط ايقاع شان ه شان اخي ه و مثل ه ,True,FAMILY
2193,2193,علو خضر,علي احسان,nan,True,MISC
2194,2194,علو خضر,يوسف العاني,و عند تخرج ه عين معلما في قضاء تلعفر حيث قدم باكوره اعمال ه الفنيه : 1- مسرحيه عند الفجر سنه 1958 2- مسرحيه راس الشليله سنه 1958 تاليف ,False,WORK
2195,2195,علو خضر,يوسف العاني,باكوره اعمال ه الفنيه : 1- مسرحيه عند الفجر سنه 1958 2- مسرحيه راس الشليله سنه 1958 تاليف يوسف العاني  3- مسرحيه تؤمر بيك سنه 1959 من تاليف ,False,MISC
2196,2196,علو خضر,سامي طه الحافظ,"وقت ها ل ظروف قاهره .*.. و في نادي الفنون ب الموصل كان ضمن الهيئه الاداريه خلال وجود ه في النادي قدم مسرحيه "" الماعندو فلس "" تاليف المرحوم ",False,WORK
2197,2197,علو خضر,عزالدين ذنون,اول مسرحيه ب اللهجه الموصليه تسجل وقت ها ب الاسود و الابيض و ضمن نشاطات النادي ساهم ب التمثيل ب دور ابوعطا في مسرحيه فلسطين من اخراج الفنان المرحوم ,False,WORK
2198,2198,علو خضر,ادمون صبري,الابيض و ضمن نشاطات النادي ساهم ب التمثيل ب دور ابوعطا في مسرحيه فلسطين من اخراج الفنان المرحوم عزالدين ذنون و قدم الاعمال التاليه :- 1- مسرحيه المدمن تاليف ,False,WORK
2199,2199,علو خضر,عبدالاله حسن,2- مسرحيه المهمه 9 تاليف ,False,MISC
2200,2200,علو خضر,محمود العزاوي,3- مسرحيه الزنزانه تاليف ,False,MISC
2201,2201,علو خضر,محمد حسين مرعي,ثم تقل الى مركز النشاط المدرسي و كلف ب تاسيس قسم المسرح مع المرحوم ,False,WORK
2202,2202,علو خضر,زكي اسماعيل,و ضمن المسرح الجامعي قدم اعمال كثيره من ها :- 1- اخراج مسرحيه خمسه رجال يبحثون عن مدينه فاضله ) 2- اخراج مسرحيه استعلامات من تاليف ,False,WORK
2203,2203,علو خضر,الديوه جي,تاليف زكي اسماعيل  3- اخراج مسرحيه طوز الطبل ل كليه الاداره و الاقتصاد  4- اخراج مسرحيه وجه ل لبيع ) 5- اخراج مسرحيه هدايا العيد تاليف ابي ,False,WORK
2204,2204,علو خضر,يوسف العاني,الديوه جي  6- اخراج مسرحيه ما غاحت بلاش و مسرحيه اربعه فصول و مسرحيه قسم ه و مسرحيه الى المجهوله مي ) 7- اخراج مسرحيه تومر بيك ل ,False,WORK
2205,2205,علو خضر,زكي اسماعيل,فصول و مسرحيه قسم ه و مسرحيه الى المجهوله مي ) 7- اخراج مسرحيه تومر بيك ل يوسف العاني ل كليه العلوم  8- اخراج مسرحيه فتاح الفال تاليف ,False,WORK
2206,2206,علو خضر,سامي طه الحافظ,العلوم  8- اخراج مسرحيه فتاح الفال تاليف زكي اسماعيل  9- اخراج مسرحيه يوم الحساب و مسرحيه لو عطلت الرجلين ) 10- اخراج مسرحيه صوره المرحوم تاليف المرحوم ,False,WORK
2207,2207,علو خضر,شفاء العمري,عطلت الرجلين ) 10- اخراج مسرحيه صوره المرحوم تاليف المرحوم سامي طه الحافظ  11- التمثيل في مسرحيه محلت نا ب اللهجه المحليه ل مسرح الجامعه و من اخراج ,False,WORK
2208,2208,علو خضر,موفق الجبوري,و في مهرجان الربيع ساهم ب الاعمال التاليه :- 1- اوبريت قهوه التوب من الفلكلور الموصلي تاليف س نحاريب شواك  2- اوبريت الحصاد تاليف ,False,MISC
2209,2209,علو خضر,معد الجبوري, 5- اوبريت السوق ل فرقه التربيه ل لتمثيل ب الاشتراك مع الفتوه  6- اوبريت قطره المطر تاليف سليمان العيسى  7- المسرحيه الغنائيه انا نا تاليف الشاعر ,False,WORK
2210,2210,علو خضر,عبدالوهاب اسماعيل,السوق ل فرقه التربيه ل لتمثيل ب الاشتراك مع الفتوه  6- اوبريت قطره المطر تاليف سليمان العيسى  7- المسرحيه الغنائيه انا نا تاليف الشاعر معد الجبوري و ,False,WORK
2211,2211,علو خضر,موفق الجبوري,كل هذه الاعمال سجلت تلفزيونيا و مثل قسم من ها و ضمن المهرجان القطري الموسيقى و المسرح المقام في بغداد قدم اوبريت و غنى الشعب تاليف ,False,MISC
2212,2212,علو خضر,عبدالاله حسن,11- اخراج اوبريت الرجل الذي غاب و عاد تاليف ,False,MISC
2213,2213,علو خضر,موفق الطائي,و ب فرقه التربيه ل لتمثيل اخرج و مثل في الاعمال التاليه : 17- اخراج مسرحيه لا ل لاميه تاليف ,False,WORK
2214,2214,علو خضر,غانم العبيدي,و ب فرقه التربيه ل لتمثيل اخرج و مثل في الاعمال التاليه : 17- اخراج مسرحيه لا ل لاميه تاليف موفق الطائي و ,False,WORK
2215,2215,علو خضر,محمد عطاالله,ل لتمثيل اخرج و مثل في الاعمال التاليه : 17- اخراج مسرحيه لا ل لاميه تاليف موفق الطائي و غانم العبيدي  18- التمثيل في مسرحيه الايات الكاذبه تاليف ,False,WORK
2216,2216,علي الجميل ,علي الجميل ,nan,True,SAME PERSON
2217,2217,علي الجميل ,محمد حبيب العبيدي,التركيه و الفرنسيه و عين كاتبا ل لضبط في المحكمه الشرعيه ب الموصل عام 1908 و درس في المكتب الوطني عام 1909 ثم غادر الموصل الى بيروت ب صحبه ,False,WORK
2218,2218,علي الجميل ,علي الجميل ,لقد نشر ,True,SAME PERSON
2219,2219,علي الجميل ,المحامي عبدالله فائق,و دفع ه شغف ه ب الصحافه الىاصدار جريده صدى الجمهور مع ,False,WORK
2220,2220,علي الجميل ,علي الجميل ,صدى الجمهور مع المحامي عبدالله فائق عام 1927 و قد استخدم اسماء مستعاره ل ان ه يكتب اكثر من مقاله واحده في الجريده مثل جندي  ع ج دعا ,True,SAME PERSON
2221,2221,علي الجميل ,علي الجميل ,مستقبل حسن  و كتب مقالات في الوطن و الوطنيه محددا مفهومي هما و ينعى على المتشدقين ب الوطنيه و الذين لا يترجمون اقوال هم الى افعال و ربط ,True,SAME PERSON
2222,2222,علي الجميل ,علي الجميل ,و قد ترك ,True,SAME PERSON
2223,2223,علي الجميل ,علي الجميل ,و قد ترك علي الجميل عده كتب ما زالت مخطوطه من ها : و قد قال روفائيل ب طي عن ,True,SAME PERSON
2224,2224,علي الجميل ,علي الجميل ,و اجاب ه ,True,SAME PERSON
2225,2225,علي الجميل ,علي الجميل ,شتان ما بين الحالتين  لا بد ل لحجب ان تتمزق و ل لالسنه ان تتفتق و ل لكلام ان يتدفق و ل لحقائق ان تلوح و من اجابه ,True,SAME PERSON
2226,2226,علي الجميل ,علي الجميل ,و من مؤلفات ه :- 1- ديوان ,True,SAME PERSON
2227,2227,علي الجميل ,احمد الفخري,7- دموع و شهقات روايه ). 8- ديوان السيد ,False,MISC
2228,2228,علي الجميل ,ذنون الطائي,و هي جميعا مخطوطه ذكر ها ,False,MISC
2229,2229,علي جودت الايوبي ,علي جودت الايوبي ,القران الكريم في الكتاب و ادخل ه والد ه المدرسه الرشديه الملكيه ل لبنين و كانت هي المدرسه الوحيده في الموصل الى جانب مدرسه الاباء الدومنيكان الفرنسيه و يذكر ,True,SAME PERSON
2230,2230,علي جودت الايوبي ,محمد توفيق,ادخل ه والد ه المدرسه الرشديه الملكيه ل لبنين و كانت هي المدرسه الوحيده في الموصل الى جانب مدرسه الاباء الدومنيكان الفرنسيه و يذكر علي جودت ما بذل ه ,False,STUDY
2231,2231,علي جودت الايوبي ,ياسين الهاشمي,في الكليه العسكريه الحربيه و بقي في ها ثلاث سنوات و بعد عودت ه الى العراق عيّن في الشعبه الاولى من دائره الاركان الحربيه و كان يشتغل في ها ,False,WORK
2232,2232,علي جودت الايوبي ,سليم الموصلي,الحربيه و بقي في ها ثلاث سنوات و بعد عودت ه الى العراق عيّن في الشعبه الاولى من دائره الاركان الحربيه و كان يشتغل في ها ياسين الهاشمي و ,False,WORK
2233,2233,علي جودت الايوبي ,جواد سليم,ها ثلاث سنوات و بعد عودت ه الى العراق عيّن في الشعبه الاولى من دائره الاركان الحربيه و كان يشتغل في ها ياسين الهاشمي و سليم الموصلي والد النحات ,False,STUDY
2234,2234,علي جودت الايوبي ,عزيز علي المصري,الهاشمي و سليم الموصلي والد النحات جواد سليم و هي دائره الحركات العسكريه و بعد اعلان الدستور العثماني عام1908 ف انضم علي جوده الى جمعيه العهد التي اسس ها ,False,FAMILY
2235,2235,علي جودت الايوبي ,جميل المدفعي,هي دائره الحركات العسكريه و بعد اعلان الدستور العثماني عام1908 ف انضم علي جوده الى جمعيه العهد التي اسس ها عزيز علي المصري في الاستانه و انضم الي ها ,False,WORK
2236,2236,علي جودت الايوبي ,سليمان العسكري,بدايت ها عام1914  و اخفق الجيش العثماني في الهجوم على الشعيبه التي استولى علي ها الانكليز و انكسروا في البرجسيه فتراجعوا في اليوم الثالث و انتحر قائد الحمله ,False,WORK
2237,2237,علي جودت الايوبي ,عزيز علي المصري,في ذلك و رست ب هم السفينه في ميناء رابع شمال جده ف استقبل هم نوري السعيد الذي كان قد سبق هم في الالتحاق ب الثوره و التقوا ب ,False,FAMILY
2238,2238,علي جودت الايوبي ,الامير علي,في تنظيم المجندين من مكه و الطائف و اليمن جاءت هم قافله من الاسرى العرب قادمه من الهند و التحقت ب هم  و بقي علي جوده تحت امره ,False,FAMILY
2239,2239,علي جودت الايوبي ,الامير فيصل,من الاسرى العرب قادمه من الهند و التحقت ب هم  و بقي علي جوده تحت امره الامير علي و سافر الى القاهره ل جلب السلاح ثم التحق ب ,False,STUDY
2240,2240,علي جودت الايوبي ,علي جودت ايوب,الاصلي جودت و اسم ابي ه ايوب و قد اضيف الى اسم ه علي حسب التقاليد العثمانيه عند ما سجل طالبا في المدرسه الابتدائيه ف صار اسم ه الكامل ,False,SAME PERSON
2241,2241,علي جودت الايوبي ,علي جودت الايوبي ,ه ايوب و قد اضيف الى اسم ه علي حسب التقاليد العثمانيه عند ما سجل طالبا في المدرسه الابتدائيه ف صار اسم ه الكامل علي جودت ايوب و دخل ,True,SAME PERSON
2242,2242,علي جودت الايوبي ,الامير فيصل,الكامل علي جودت ايوب و دخل علي جودت في معيه فيصل دمشق في 2/10/1918 و استقبل استقبالا حافلا ثم توجه الى تحرير حمص و حماه و حلب و اسس ,False,STUDY
2243,2243,علي جودت الايوبي ,باشا الركابي,فيصل دمشق في 2/10/1918 و استقبل استقبالا حافلا ثم توجه الى تحرير حمص و حماه و حلب و اسس الامير فيصل الحكم الوطني في سوريا و عين علي رضا ,False,WORK
2244,2244,علي جودت الايوبي ,الامير عادل,ثم توجه الى تحرير حمص و حماه و حلب و اسس الامير فيصل الحكم الوطني في سوريا و عين علي رضا باشا الركابي حاكما عسكريا عاما ل سوريا و ,False,WORK
2245,2245,علي جودت الايوبي ,ياسين الهاشمي,و حلب و اسس الامير فيصل الحكم الوطني في سوريا و عين علي رضا باشا الركابي حاكما عسكريا عاما ل سوريا و الامير عادل ارسلان معاونا ل ه و ,False,WORK
2246,2246,علي جودت الايوبي ,جعفر العسكري,عن مائه بين قتيل و جريج و حاول الفرنسيون الافاده من الاضطرابات الا ان علي جوده استطاع اعاده الامن و الاستقرار الى المدينه و على اثر هذه الحوادث عين ,False,MENTION
2247,2247,علي جودت الايوبي ,جعفر العسكري,على العراق في 23/8/1921 اسند متصرفيه الحله الى علي جوده في 14/10/1921 ثم اسندت الي ه متصرفيه كربلاء ف المنتفك قبل ان تسند الي ه وزاره الداخليه في وزاره ,False,WORK
2248,2248,علي جودت الايوبي ,جعفر العسكري,حصه العراق من النفط حسب ما حددت ه سان ريمو الا ان ممثل انكلترا اصر على ان تكون اربعه شلنات عن كل طن من النفط الخام و سقطت وزاره ,False,MENTION
2249,2249,علي جودت الايوبي ,ياسين الهاشمي,ما حددت ه سان ريمو الا ان ممثل انكلترا اصر على ان تكون اربعه شلنات عن كل طن من النفط الخام و سقطت وزاره جعفر العسكري و الف الوزاره ,False,STUDY
2250,2250,علي جودت الايوبي ,ياسين الهاشمي,و في 8/3/1931 عند اجتماع المجلس النيابي الجديد و بعد ان فضحت المعارضه مساويء المعاهده المقترحه و ابدت صراحه ضروره رفض ها قدم علي جوده و رشيد عالي و ,False,WORK
