,0,1,2,3,4,5,6
1524,ضياءالدين يونس ,زياده حسن,False,MISC,,,الهيئات تكون ممتنه جدا اذا رفضت ها الحكومه ب ان تحفر و لو تتكلف ب مصاريف المراقبه ف اذا كانت المساله ب هذه الصوره ف لا ارى مجالا ل 
1525,ضياء شيت خطاب ,ضياء شيت خطاب ,True,,,,و منح شهاده تقديريه من قسم القانون و السياسه في جامعه بغداد ب مناسبه مرور 75 عاما على تاسيس ها و كان 
1526,طارق فاضل جارو السنجري  ,علي احسان الجراح,False,MISC,,,مسرحي حقيقي كان عام 1959- مسرحيه نموت و لا نسلم قدمت على مسرح نقابه المعلمين الصيفي في منطقه راس الجاده ل مصلحه ثوره الجزائر قبل الاستقلال اخرج ها الزميل 
1527,طارق فاضل جارو السنجري  ,يوسف العاني,False,MISC,,,الصيفي في منطقه راس الجاده ل مصلحه ثوره الجزائر قبل الاستقلال اخرج ها الزميل علي احسان الجراح ثم توالت المسرحيات بعد ها كثيره من ها تؤمر بيك راس الشليله 
1528,طلال حسن ,طلال حسن ,True,,,,
1529,طلال حسن ,عبدالكريم قاسم,False,MISC,,,في الموصل ، عدا سنتين قضا هما في دهوك ، و اكمل دراست ه المتوسطه و الثانويه في الموصل و التحق ب الدوره التربويه الصيفيه و التي فتح ها 
1530,طلال حسن ,عبدالاله حسن,False,MISC,,عبدالاله حسن,و قد كتب المسرحيه 
1531,طلال حسن ,طلال حسن ,True,,,,الثلوج ثم اتجه الى كتابه القصه و نشر ثلاث قصص ثم اتجه الى الكتابه ل لاطفال و نشر اول قصه ل ه في مجله المزمار عام 1975. و قام 
1532,طلال حسن ,طلال حسن ,True,,,,
1533,طلال حسن ,طلال حسن ,True,,,,طلال حسن و قصص الاطفال : اصدر 
1534,طلال عبدالرحمن  ,طلال عبدالرحمن  ,True,,,,
1535,طلال عبدالرحمن  ,كامل النعيمي,False,WSTUDY,جامعه,,نشرت ل ه جامعه الموصل ديوان ه الشعري الاول الجسر عام 1975. و امتاز شعر ه ب العذوبه و الطلاوه و هو في اُسره من الشعراء اخو ه الاكبر 
1536,طلال عبدالرحمن  ,كمال عبدالرحمن,False,FAMILY,اخو,,عام 1975. و امتاز شعر ه ب العذوبه و الطلاوه و هو في اُسره من الشعراء اخو ه الاكبر كامل النعيمي شاعر 1948-2005 و اخو ه الاصغر من ه 
1537,طلال عبدالرحمن  ,الامير الفرنسي,False,MISC,,,و اغانيه من الفلكلور العراقي ب توزيع موسيقي غربي و احيا حفل افتتاح مهرجان كان الدولي السينمائي عام 2000 ب دعوه من 
1538,طلال عبدالرحمن  ,طلال عبدالرحمن,False,MISC,,طلال عبدالرحمن,قدم 
1539,طلال عبدالمجيد ,طلال عبدالمجيد ,True,,,,
1540,طلال عبدالمجيد ,طلال عبدالمجيد,False,MISC,,طلال عبدالمجيد,احب 
1541,طلال عبدالمجيد ,حسبالله يحيى,False,MISC,,حسبالله يحيى,تقام في مدينه الموصل و هو من الجيل الذي ظهر في ه عدد لاباس ب ه من كتاب القصه في الموصل مثل امجد \ توفيق و نجمان ياسين و 
1542,طلال عبدالمجيد ,سالم العزاوي,False,MISC,,سالم العزاوي,الموصل و هو من الجيل الذي ظهر في ه عدد لاباس ب ه من كتاب القصه في الموصل مثل امجد \ توفيق و نجمان ياسين و حسبالله يحيى و 
1543,طلال عبدالمجيد ,طلال حسن,False,MISC,,طلال حسن,من الجيل الذي ظهر في ه عدد لاباس ب ه من كتاب القصه في الموصل مثل امجد \ توفيق و نجمان ياسين و حسبالله يحيى و سالم العزاوي و 
1544,طلال عبدالمجيد ,طلال عبدالمجيد,False,MISC,,طلال عبدالمجيد,لقد خلق 
1545,طلال عبدالمجيد ,طلال عبدالمجيد,False,MISC,,طلال عبدالمجيد,ان ه عالم غريب ذلك الذي يعرض ه 
1546,طلال عبدالمجيد ,يوسف ادريس الحوذي,False,MISC,,,غايه الشوق و في القصه الاخيره يلجا القاص الى اسلوب الحوار في تصوير ه ل لبيئه ، تحليل جيد ل مشاعر سائق العربه و في ها طعم من قصه 
1547,طلال عبدالمجيد ,طلال عبدالمجيد,False,MISC,,طلال عبدالمجيد,لم يقدم 
1548,عادل البكري ,عثمان الموصلي,False,WSTUDY,رئيس,عثمان الموصلي,1988. و مدير صحه محافظه الموصل ثانيه عام 1968. و نائب رئيس مؤسسه مدينه الطب في بغداد 1970 و مدير الصحه المدرسيه عام 1976. من مؤلفات ه : 1- 
1549,عادل البكري ,عثمان الموصلي,False,MISC,,عثمان الموصلي,1968، عضو مؤسس ل لجمعيه العراقيه ل تاريخ الطب 1989، الامين العام ل لجمعيه العراقيه ل تاريخ الطب 1989، عضو الهيئه العليا ل مهرجان الربيع الاول 1969، و مهرجان 
1550,عادل سعيد ,عادل سعيد ,True,,,,
1551,عاصم حافظ ,نزار سليم,False,WSTUDY,تعلم,نزار سليم,في بدايه اعمال ه الا ان ه عاد ف تخصص في رسم المناظر الطبيعيه و الجمادات و تعلم خلال اقامت ه في باريس كيمياء الالوان الفن العراقي المعاصر ، 
1552,عاصم حافظ ,شاكر حسن ال,False,MENTION,قال,,و اقام عده معارض عام 1934، 1958، 1960، قال عن ه 
1553,عاصم حافظ ,نوري الراوي,False,MENTION,قال,,شعور ب الماضي هذا الشعور التاريخي لا يزال يعيش في حاضر ه و يختار المنظور الطبيعي ك حصيله ل هذا الالتقاء الزماني و المكاني معا و قال عن ه 
1554,عامر سليمان ,فاضل عبدالواحد علي,False,COMPANY,الاشتراك,,العراق القديم / موصل / 1977. 2- من فرائد في التاريخ القديم / القسم الاول / موصل 1978.3- عادات و تقاليد الشعوب القديمه / ب الاشتراك مع د . 
1555,عامر سليمان ,فاضل عبدالواحد,False,MISC,,,". فاضل عبدالواحد علي / موصل 19794- Introductiom to Ancient Iraqi Languages , Mosul 1981 ith othrs 5- تاريخ العراق القديم / ج1 التاريخ السياسي مع طه باقر و "
1556,عامر سليمان ,فاضل عبدالواحد,False,MISC,,,6- تاريخ العراق القديم / ج1 التاريخ الحضاري مع طه باقر و 
1557,عامر سليمان ,صالح احمد العلي,False,COMPANY,الاشتراك,صالح احمد العلي,ساكز / لندن 1962 الترجمه 1984. 2- الشرق الادنىوالحضارات المبكره / نخبه من الباحثين الاوربيين الترجمه 1986. 3- اطراف بغداد / تاليف ادمز الترجمه ب الاشتراك مع د . 
1558,عامر يونس خطاب,خالد محمد علي,False,WSTUDY,درس,خالد محمد علي,الشعبيه ب بغداد ، و درس في معهد الدراسات النغميه ب بغداد و شارك في حفلات عده ضمن اطار نشاطات المركز الثقافي و الاعلامي في الموصل مع عازف الكمان 
1559,عامر يونس خطاب,محمد حسين مرعي,False,MISC,,محمد حسين مرعي,ضمن اطار نشاطات المركز الثقافي و الاعلامي في الموصل مع عازف الكمان خالد محمد علي و غنى الموشحات و الاغاني الموصليه و احيا اُمسيه فنيه ل احياء ذكرى الراحل 
1560,عبدالاله الديوه جي  ,عبدالاله الديوه جي  ,True,,,,
1561,عبدالاله الديوه جي  ,عثمان الديوه جي,False,FAMILY,جد,عثمان الديوه جي,احال نفس ه على التقاعد ل يعمل مستشارا حرا و هو من عائله معروفه جد ه 
1562,عبدالاله حافظ ,ياسين الهاشمي,False,WSTUDY,حزب,,الاقتصاد السياسي في كليه الحقوق ثم انتسب الى حزب الشعب و انتخب نائبا في المجلس 1926 في عده دورات انتخابيه و انضم الى حزب الاخاء الوطني الذي اسس ه 
1563,عبدالاله حسن ,عبدالاله حسن شكري,False,MISC,,,اقام ثلاثه معارض رسم ب بغداد و الموصل 81-82-1983. و اقام الفنان 
1564,عبد الباري عبدالعزيز الطالب  ,عبد الباري,False,WSTUDY,معمل,عبد الباري النجم,مديرا ل معمل السكر في الموصل 1964-1968 و احيل على التقاعد عام1970 و انشا معملا ل لشتايكر و الطابوق و مازال يدير ه مع ولد ه عمار لقد كان 
1565,عبدالباسط يونس ,عبدالباسط يونس ,True,,,,
1566,عبدالباسط يونس ,فيصل الاول,False,GOVERNMENT,الملك,,الابتدائيه و تفتح ذهن ه على الاحداث الجاريه منذ حركه بكر صدق ي و مقتل الملك غازي و الحركه الفلسطينيه و كان والد ه احد الضباط العائدين مع الملك 
1567,عبدالباسط يونس ,طه حسين,False,MISC,,,و دخل متوسطه الاعظميه و عايش الحرب العالميه الثانيه ب ضراوت ها و قسوت ها و راح يقرا مجلتي الرساله و الثقافه ف استوعب مقالات العقاد و الزيات و 
1568,عبدالباسط يونس ,عبدالرزاق عبدالواحد,False,MISC,,,و قد نشر في صحف ه 
1569,عبدالباسط يونس ,محمد جميل,False,MISC,,محمد جميل الحبال,و قد نشر في صحف ه عبدالرزاق عبدالواحد ، و 
1570,عبدالباسط يونس ,شاذل طاقه,False,MISC,,شاذل طاقه,و قد نشر في صحف ه عبدالرزاق عبدالواحد ، و محمد جميل شلش و 
1571,عبدالباسط يونس ,زهير احمد القيسي,False,MISC,,,و قد نشر في صحف ه عبدالرزاق عبدالواحد ، و محمد جميل شلش و شاذل طاقه و 
1572,عبدالباسط يونس ,فيصل الياسري,False,MISC,,,و قد نشر في صحف ه عبدالرزاق عبدالواحد ، و محمد جميل شلش و شاذل طاقه و زهير احمد القيسي و 
1573,عبدالباسط يونس ,احمد سامي الجلبي,False,WSTUDY,طلبه,احمد سامي الجلبي,كتب نادره و يزور ه في ها الاصدقاء و المعارف و طلبه الدراسات العليا في جامعه الموصل حيث يعدون ه المصدر الاساس ل هم و ينافس ه في ذلك 
1574,عبدالباسط يونس ,عبدالباسط يونس,False,MISC,,عبدالباسط يونس,الجلبي المسؤول عن جريدت ي فتى العراق و فتى العرب المنافستين ل جريدتي المثال و الهدف ، و عند قيام النظام الجمهوري في العراق في 14 تموز 1958 لعب 
1575,عبدالباسط يونس ,المحامي ضياء الجادر,False,MISC,,,و حصل عبدالباسط على مطبعه عن طريق 
1576,عبدالباسط يونس ,نشاط عبدالباسط,False,MISC,,,و حصل عبدالباسط على مطبعه عن طريق المحامي ضياء الجادر الذي باع ه مطبعت ه ب سعر زهيد و ب الاقساط ل ما لمس ه من 
1577,عبدالباسط يونس ,عبدالباسط يونس,False,MISC,,عبدالباسط يونس,لقد عرفت 
1578,عبدالباسط يونس ,ذنون الشهاب,False,WSTUDY,رئيس,,كان في الصف الخامس جم الحيويه و النشاط ف هو رئيس اللجنه الثقافيه في المدرسه و سكرتير تحرير مجله الالهام التي تصدر ها المدرسه و يشرف علي ها الاستاذ 
1579,عبدالباسط يونس ,ذنون الشهاب,False,MISC,,,و كان 
1580,عبدالباسط يونس ,عبدالباسط يونس,False,MISC,,عبدالباسط يونس,و بدا الوجه السياسي ل 
1581,عبدالباسط يونس ,عبدالباسط يونس,False,MISC,,عبدالباسط يونس,و حدثني في امور كثيره و كانما كان احساسا يدفع ه الى الحديث ل قرب دنو اجل ه رحمالله 
1582,عبدالجبار الجومرد ,عبدالجبار الجومرد ,True,,,,
1583,عبدالجبار الجومرد ,عمر المختار,False,MISC,,,في دمشق و تخرج في ه عام 1935، اشتغل ب المحاماه في الموصل و انشا مع لفيف من زملائ ه نادي الجزيره عام 1936، قدم نشاطات ثقافيه و مسرحيه 
1584,عبدالجبار الجومرد ,عبدالجبار الجومرد,False,MISC,,عبدالجبار الجومرد,ثوره الرابع عشر من تموز عام 1958 و استقال من الوزاره عام 1959 و عاد الى مدينه الموصل و انشغل ب التاليف حتى و افاه الاجل عام 1971. نشر 
1585,عبدالجبار الجومرد ,بني العباس,False,MISC,,,6- ابوجعفر المنصور مؤسس دوله 
1586,عبدالجبار حسن ,عبدالكريم قاسم,False,WSTUDY,كليه,,المثنى و في الاعداديه الشرقيه و دخل كليه الحقوق و تخرج في ها عام 1962 و عمل في المحاماه و خاض خضم الصراع السياسي الذي نشب في فتره حكم 
1587,عبدالجبار عبدالله فتحي حاحا,خلف الراوي,False,MISC,,,و الباحثين على النقود من المغنين و يحمل هم مسؤوليه انحسار الاغنيه الموصليه و هو معجب بام كلثوم و حضيري ابوعزيز و من اغاني ه المعروفه اغنيه التفاحه كلمات 
1588,عبدالجبار عبدالله فتحي حاحا,حمدي يونس,False,MISC,,,من المغنين و يحمل هم مسؤوليه انحسار الاغنيه الموصليه و هو معجب بام كلثوم و حضيري ابوعزيز و من اغاني ه المعروفه اغنيه التفاحه كلمات خلف الراوي و الحان 
1589,عبدالحق فاضل ,عبدالحق فاضل ,True,,,,
1590,عبدالحق فاضل ,الموصلي فاضل حامد الصيدلي,False,FAMILY,ابناء,,يئس نا و احتمل نا مالم يكن من ه بد كنت ترجو و لا تزال الى ان ولد عبدالحق فاضل في بغداد عام 1911 و هو كبير ابناء الشاعر 
1591,عبدالحق فاضل ,فاضل الصيدلي,False,FAMILY,ابناء,فاضل الصيدلي,عبدالحق فاضل في بغداد عام 1911 و هو كبير ابناء الشاعر الموصلي فاضل حامد الصيدلي صاحب ديوان هديه الاحرار الصادر في دمشق عام 1928 و قد شارك والد ه 
1592,عبدالحق فاضل ,اكرم فاضل,False,FAMILY,اخو,اكرم فاضل الصيدلي,ه فاضل الصيدلي في الحركات السياسيه المناهضه ل لاستعمارين العثماني و الانكليزي ، و عمل مع الانديه الثقافيه الادبيه التي دعمت الحركه الوطنيه بين عامي 1920-1927. و اخو ه 
1593,عبدالحق فاضل ,المحامي يوسف الحاج الياس,False,WSTUDY,كليه,,في كليه الامام الاعظم ، توظف في الديوانيه ثم التحق ب كليه الحقوق ، تخرج في ها عام 1935 و مارس المحاماه في الموصل و اصدر مع زميل ه 
1594,عبدالحق فاضل ,عبدالحق فاضل,False,MISC,,عبدالحق فاضل,تعد واحده من اهم المجلات الثقافيه الصادره في الموصل في اواخر الثلاثينات ، و نشر في ها شعر ه و قصص ه و مقالات ه النقديه ، و يعد 
1595,عبدالحق فاضل ,عبدالحق فاضل,False,MISC,,عبدالحق فاضل,العربيه في العراق 1971، المسرحيه العربيه في العراق 1971، القصه القصيره الحديثه في العراق 1979، الفن القصصي في الموصل- كتاب مخطوط- ، الحركه المسرحيه في الموصل- كتاب مخطوط- ، 
1596,عبدالحق فاضل ,عبدالحق فاضل,False,WSTUDY,مجله,عبدالحق فاضل,القصصي في الموصل- كتاب مخطوط- ، الحركه المسرحيه في الموصل- كتاب مخطوط- ، عبدالحق فاضل و الواقعيه الفنيه مجله الثقافه ، العدد الثالث ، 1976 ). 5- قصص 1984 
1597,عبدالحق فاضل ,عبدالحق فاضل,False,WSTUDY,دراسه,عبدالحق فاضل,تاريخ هم من لغت هم 1977. 12- العربيه ام الالمانيه 1988. 13- مع شكسبير في يوليوس قيصر 1988 دراسه و ترجمه ). 14- قصص من اللغه 2005. توزع شعر 
1598,عبدالحق فاضل ,ذو النون الاطرقجي,False,MISC,,,يحاول جمع شعر ه في ديوان خاص ، و تبعثر بين الصحف و المجلات ب شكل يصعب جمع ه مجددا و قد علم نا اثناء تحرير الموسوعه من الدكتور 
1599,عبدالحق فاضل ,نبيل نجيب فاضل,False,MISC,,نبيل نجيب فاضل,المجلات ب شكل يصعب جمع ه مجددا و قد علم نا اثناء تحرير الموسوعه من الدكتور ذو النون الاطرقجي ان الديوان قد نشر في تونس و ان اخي ه 
1600,عبدالحق فاضل ,عبد الجمال,False,MISC,,,ف قد استهوت ني قصيدت ه 
1601,عبدالحق فاضل ,عبد الجمال,False,MISC,,,ابدا تنشد الجمال و تشدو يا فؤادي و العمر يمضي و يعدو انت 
1602,عبدالحليم اللاوند ,عبدالحليم اللاوند ,True,,,,
1603,عبدالحليم اللاوند ,صالح الجوادي,False,WSTUDY,كليه,,ل ذا تفوق في اللغه العربيه ثم انتقل الى الدراسه في كليه الشريعه ، ابتداء من مرحلت ها الثانويه و تعلم قراءه القران الكريم ب قراءه حفص على الشيخ 
1604,عبدالحليم اللاوند ,محمد عبدالوهاب,False,MISC,,,ب صوت ه القوي و م ما ساعد ه على قراءه القران الكريم ب صوت شجي ، و بعد ان دخل المذياع دار هم في الاربعينات تاثر ب الغناء 
1605,عبدالحليم اللاوند ,غانم الدباغ,False,MISC,,غانم الدباغ,متعه و هوايه ب النسبه الي ه و هو دائب على نظم الشعر و كتابه الدراسات و ربطت ه مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل 
1606,عبدالحليم اللاوند ,شاذل طاقه,False,MISC,,شاذل طاقه,ب النسبه الي ه و هو دائب على نظم الشعر و كتابه الدراسات و ربطت ه مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و 
1607,عبدالحليم اللاوند ,هاشم الطعان,False,MISC,,هاشم الطعان,ه و هو دائب على نظم الشعر و كتابه الدراسات و ربطت ه مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و شاذل طاقه و 
1608,عبدالحليم اللاوند ,يوسف الصائغ,False,MISC,,يوسف الصائغ,دائب على نظم الشعر و كتابه الدراسات و ربطت ه مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و شاذل طاقه و هاشم الطعان و 
1609,عبدالحليم اللاوند ,محمود المحروق,False,MISC,,محمود المحروق,الشعر و كتابه الدراسات و ربطت ه مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و شاذل طاقه و هاشم الطعان و يوسف الصائغ و 
1610,عبدالحليم اللاوند ,سامي طه الحافظ,False,MISC,,سامي طه الحافظ,الدراسات و ربطت ه مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و شاذل طاقه و هاشم الطعان و يوسف الصائغ و محمود المحروق و 
1611,عبدالحليم اللاوند ,ذنون الشهاب,False,MISC,,,مع زمره من ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و شاذل طاقه و هاشم الطعان و يوسف الصائغ و محمود المحروق و سامي طه الحافظ و 
1612,عبدالحليم اللاوند ,احمد المختار,False,MISC,,احمد محمد المختار,ادباء المدينه علاقات حميمه منذ الخمسينات مثل غانم الدباغ و شاذل طاقه و هاشم الطعان و يوسف الصائغ و محمود المحروق و سامي طه الحافظ و ذنون الشهاب و 
1613,عبدالحليم اللاوند ,غانم الدباغ,False,MISC,,غانم الدباغ,و محمود المحروق و سامي طه الحافظ و ذنون الشهاب و احمد المختار و غير هم و قد اعجبت ه الموسيقى الكلاسيكيه الغربيه التي استمع الي ها في دار 
1614,عبدالحليم اللاوند ,عبو المحمد علي,False,WSTUDY,دراسه,عبو المحمد علي,من اثار ه المطبوعه : 1- نظرات في زجل الموصل 1969. 2- نظرات في الزجل و الادب الشعبي الموصلي مع دراسه تحليليه ل شعر 
1615,عبدالحليم اللاوند ,شاذل طاقه,False,COMPANY,الاشتراك,شاذل طاقه,الموصل 1969. 2- نظرات في الزجل و الادب الشعبي الموصلي مع دراسه تحليليه ل شعر عبو المحمد علي 1986. 3- قصائد ليست صالحه ل لنشر / ب الاشتراك مع 
1616,عبدالحليم اللاوند ,هاشم الطعان,False,COMPANY,الاشتراك,هاشم الطعان,نظرات في الزجل و الادب الشعبي الموصلي مع دراسه تحليليه ل شعر عبو المحمد علي 1986. 3- قصائد ليست صالحه ل لنشر / ب الاشتراك مع شاذل طاقه و 
1617,عبدالحليم اللاوند ,يوسف الصائغ,False,COMPANY,الاشتراك,يوسف الصائغ,و الادب الشعبي الموصلي مع دراسه تحليليه ل شعر عبو المحمد علي 1986. 3- قصائد ليست صالحه ل لنشر / ب الاشتراك مع شاذل طاقه و هاشم الطعان و 
1618,عبدالحليم اللاوند ,عبدالحليم اللاوند,False,MISC,,عبدالحليم اللاوند,من دون سعي او بحث وراء اسلوب شعري معين ل ان ه يرى ان المنظرين يقعون في و هم النظريه و لا يتمكنون من الابداع ، و لم يخرج 
1619,عبدالحميد التحافي,عبدالحميد التحافي,True,,,,
1620,عبدالحميد الحيالي ,نجيب يونس,False,WSTUDY,تعلم,نجيب يونس,الرسم و تعلم ه ذاتيا عين معلما ثم نسب مدرسا ل لرسم في المتوسطه المركزيه 1961 و كان اول مشاركت ه معرض نادي الفنون عام 1962 و هيا مع 
1621,عبدالحميد الكيلاني ,عبدالحميد الكيلاني ,True,,,,
1622,عبدالحميد الكيلاني ,عبدالقادر الكيلاني,False,MISC,,,هو الشيخ عبدالحميد محمود سلطان الكيلاني و يرجع نسب ه الى الشيخ 
1623,عبدالحميد الكيلاني ,سلطان النبي,False,WSTUDY,مدرسه,,هو الشيخ عبدالحميد محمود سلطان الكيلاني و يرجع نسب ه الى الشيخ عبدالقادر الكيلاني ، ولد ب الموصل و درس في مدرسه جد ه الشيخ 
1624,عبدالحميد الكيلاني ,عبدالله النعمه,False,MISC,,عبدالله محمد جرجيس النعمه,فتح مدارس اسلاميه و انشا الجوامع و شكل جمعيه اسلاميه في جويسر ثم عاد الى الموصل عام 1934 و اقامت ل ه جمعيه الشبان المسلمين حفلا القى في ها 
1625,عبدالحميد الكيلاني ,عبدالحميد الكيلاني,False,WSTUDY,مسجد,عبدالحميد الكيلاني,قلعه و بنى جامع الحميدي في رانكون و مدرسه ل لفق ه و السنه في جانكام و الجامع القادري السلطاني في ماليزيا و مسجد الناتال في افريقيا و مسجد 
1626,عبدالخالق خليل الدباغ ,عبدالخالق خليل الدباغ ,True,,,,
1627,عبدالخالق طه الشعار ,ناظم العمري,False,MISC,,,بغداد و تخرج في ها عام 1937 شغل مناصب عده من ها معاون لجنه تسويه الاراضي في الموصل ، حيث انضم الى الندوه العمريه التي كانت تجتمع في دار 
1628,عبدالخالق طه الشعار ,اسماعيل حقي فرج,False,MISC,,اسماعيل حقي فرج,ها معاون لجنه تسويه الاراضي في الموصل ، حيث انضم الى الندوه العمريه التي كانت تجتمع في دار ناظم العمري ، و من اعضائ ها ابراهيم الواعظ ، و 
1629,عبدالخالق طه الشعار ,نعمهالله النعمه,False,MISC,,نعمهالله النعمه,الاراضي في الموصل ، حيث انضم الى الندوه العمريه التي كانت تجتمع في دار ناظم العمري ، و من اعضائ ها ابراهيم الواعظ ، و اسماعيل حقي فرج و 
1630,عبدالخالق طه الشعار ,ذنون الشهاب,False,MISC,,,، حيث انضم الى الندوه العمريه التي كانت تجتمع في دار ناظم العمري ، و من اعضائ ها ابراهيم الواعظ ، و اسماعيل حقي فرج و نعمهالله النعمه و 
1631,عبدالخالق طه الشعار ,محمد سعيد الجليلي,False,MISC,,محمد سعيد الجليلي,الى الندوه العمريه التي كانت تجتمع في دار ناظم العمري ، و من اعضائ ها ابراهيم الواعظ ، و اسماعيل حقي فرج و نعمهالله النعمه و ذنون الشهاب و 
1632,عبدالخالق طه الشعار ,صبري الخياط,False,MISC,,,كانت تجتمع في دار ناظم العمري ، و من اعضائ ها ابراهيم الواعظ ، و اسماعيل حقي فرج و نعمهالله النعمه و ذنون الشهاب و محمد سعيد الجليلي وايوب 
1633,عبدالخالق طه الشعار ,عبدالخالق طه,False,MISC,,عبدالخالق اسماعيل طه,و ذلك في مطالع عام 1948. يعد 
1634,عبدالخالق طه الشعار ,خليل مطران,False,MISC,,,فرح و سعاده ، حاله كون ه سعيدا ، ان امتزاج الطبيعه حاله اساسيه في الشعر الرومانتيكي الغربي انتقل الى الادب العربي الرومانتيكي مع مطالع دخول ها في شعر 
1635,عبدالخالق طه الشعار ,عبدالخالق طه,False,MISC,,عبدالخالق اسماعيل طه,تمتزج الطبيعه ب احاسيس الحب و العواطف و ترتدي المحبوبه ثوب الطبيعه ، او يمتزج مع ها امتزاجا كليا ، و هذا ما نلمس ه في شعر الطبيعه عند 
1636,عبدالخالق طه الشعار ,عبدالعزيز الجادرجي,False,MISC,,عبدالعزيز الجادرجي,الجديده في الموصل من امثال 
1637,عبدالخالق طه الشعار ,اسماعيل حقي فرج,False,MISC,,اسماعيل حقي فرج,الجديده في الموصل من امثال عبدالعزيز الجادرجي و 
1638,عبدالخالق طه الشعار ,عبدالخالق طه,False,MISC,,عبدالخالق اسماعيل طه,تراكيب ه بسيطه عذبه خاليه من التكلف تجري سلسبيلا عذبا و هي تتجه الى القلب ، و هذا التارجح بين الكلاسيكيه الجديده و الرومانتيكيه الذي نجد ه في شعر 
1639,عبدالخالق طه الشعار ,اسماعيل حقي فرج,False,MISC,,اسماعيل حقي فرج,بين الكلاسيكيه الجديده و الرومانتيكيه الذي نجد ه في شعر عبدالخالق طه يعود ، الى العلاقه الحميمه التي تربط ه ب امثال هؤلاء الشعراء من مرتادي الندوه العمريه امثال 
1640,عبدالخالق طه الشعار ,ذنون الشهاب,False,MISC,,,الرومانتيكيه الذي نجد ه في شعر عبدالخالق طه يعود ، الى العلاقه الحميمه التي تربط ه ب امثال هؤلاء الشعراء من مرتادي الندوه العمريه امثال اسماعيل حقي فرج و 
1641,عبدالخالق طه الشعار ,ذنون الشهاب,False,MISC,,,ذنون الشهاب ، و ما نشاهد ه من انفصال بين الشكل و المضمون ، حيث الشكل التقليدي و المعاني الرومانتيكيه نجد ه عند شعراء تلك الفتره و لا سيما 
1642,عبدالرحمن الجليلي ,فؤاد الاول,False,WSTUDY,جامعه,,ولد عام 1914 في الموصل و درس في مدارس ها و التحق ب جامعه 
1643,عبدالرحمن الجليلي ,عبدالحليم الرفاعي,False,WSTUDY,دراسه,,نال دبلوم اخر في الاقتصاد ، و عودل الدبلوم ب الماجستير ، ثم انتظم في دراسه الدكتوراه و اعد رساله في موضوع النظام النقدي في العراق تحت اشراف الدكتور 
1644,عبدالرحمن الجليلي ,عبدالرحمن الجليلي,False,WSTUDY,دراسه,عبدالرحمن الجليلي,ب الماجستير ، ثم انتظم في دراسه الدكتوراه و اعد رساله في موضوع النظام النقدي في العراق تحت اشراف الدكتور عبدالحليم الرفاعي و نال شهاده الدكتوراه عام 1946. درّس 
1645,عبدالرحمن الجليلي ,امين بك الجليلي,False,MISC,,,و هو 
1646,عبدالرحمن الجليلي ,حسين باشا الجليلي,False,MISC,,,و هو امين بك الجليلي وجد ه 
1647,عبدالرحمن الجليلي ,محمود امين الجليلي,False,FAMILY,اخو,محمود امين الجليلي,باشا الجليلي الذي قاد اهل الموصل ل لوقوف ضد جيش نادرشا ه الذي من ي ب هزيمه نكراء في حصار ه ل ها عام 1743. و اخو ه الدكتور 
1648,عبدالرحمن الجليلي ,عبدالرحمن الجليلي,False,MISC,,عبدالرحمن الجليلي,عشر و الثالثه عشر و كان منتخبا عن الجبهه الوطنيه التي تشكلت من العناصر و الاحزاب المعارضه عام 1954 و ل ه مواقف ايجابيه كثيره في البرلمان و ترك 
1649,عبدالرحمن صالح ,داود الجلبي,False,MISC,,,ولد ب الموصل في محله الميدان و تخرج في الاعداديه العثمانيه عام 1914 و كان 
1650,عبدالرحمن صالح ,خيرالدين محمود الخباز,False,WSTUDY,معلم,,دينارا عام 1938. و في عام 1938 تغيير اسم المدرسه من المتوسطه الرابعه الى المثنى بدلا ل ه ما كتب في السجل العام ل لمدرسه عن معلم الرياضه انذاك 
1651,عبدالرحمن صالح ,عبدالرحمن صالح,False,WSTUDY,معلم,عبدالرحمن صالح,"ما كتب في السجل العام ل لمدرسه عن معلم الرياضه انذاك خيرالدين محمود الخباز "" و في هذه السنه 1937-1938 نقل الى المتوسطه الرابعه "" ص10 و ذكرى عن "
1652,عبدالرحمن صالح ,حسين ابراهيم الحبيطي,False,MISC,,,"متوسطه المثنى من 1/10/1938 و لا يزال يدرس في ها و هو قائم ب واجب ه على افضل وجه ""( ص15 و بعد ذلك توالى تعيين رمو فتوحي و "
1653,عبدالرحمن صالح ,محمد داود,False,MISC,,محمد عبدالله داود,"و لا يزال يدرس في ها و هو قائم ب واجب ه على افضل وجه ""( ص15 و بعد ذلك توالى تعيين رمو فتوحي و حسين ابراهيم الحبيطي و "
1654,عبدالرحمن صالح ,عبدالرحمن صالح,False,,,عبدالرحمن صالح,يقول 
